Tiempo,Temperatura,Humedad,Masa
583.38,17,57,-2.33
583.48,17,57,-2.36
583.58,17,57,-2.48
583.69,17,57,-2.52
583.79,17,57,-2.74
583.89,17,57,-2.61
583.99,17,57,-2.66
584.12,17,57,-2.27
584.22,17,57,-2.31
584.32,17,57,-2.5
584.42,17,57,-2.6
584.53,17,57,-2.62
584.63,17,57,-2.68
584.73,17,57,-2.68
584.83,17,57,-2.49
584.94,17,57,-2.72
585.04,17,57,-2.51
585.14,17,57,-2.52
585.24,17,57,-2.62
585.35,17,57,-2.69
585.45,17,57,-2.51
585.55,17,57,-2.63
585.65,17,57,-2.36
585.76,17,57,-2.6
585.86,17,57,-2.74
585.96,17,57,-2.82
586.06,17,57,-2.68
586.19,17,57,-2.6
586.29,17,57,-2.98
586.39,17,57,-2.69
586.5,17,57,-2.61
586.6,17,57,-2.76
586.7,17,57,-2.65
586.8,17,57,-2.66
586.91,17,57,-2.73
587.01,17,57,-2.75
587.11,17,57,-2.2
587.21,17,57,-2.18
587.32,17,57,-2.5
587.42,17,57,-2.51
587.52,17,57,-2.61
587.62,17,57,-2.27
587.72,17,57,-2.21
587.83,17,57,-2.36
587.93,17,57,-2.49
588.03,17,57,-2.5
588.14,17,57,-2.58
588.26,17,57,-2.26
588.36,17,57,-2.27
588.47,17,57,-2.56
588.57,17,57,-2.75
588.67,17,57,-2.55
588.77,17,57,-2.39
588.87,17,57,-2.7
588.98,17,57,-2.32
589.08,17,57,-2.62
589.18,17,57,-2.87
589.28,17,57,-2.56
589.39,17,57,-2.21
589.49,17,57,-2.69
589.59,17,57,-2.54
589.69,17,57,-2.35
589.8,17,57,-2.73
589.9,17,57,-2.66
590,17,57,-2.45
590.1,17,57,-2.46
590.21,17,57,-2.53
590.33,17,57,-2.94
590.43,17,57,-2.57
590.54,17,57,-2.61
590.64,17,57,-2.38
590.74,17,57,-2.17
590.84,17,57,-2.37
590.95,17,57,-2.45
591.05,17,57,-2.57
591.15,17,57,-2.69
591.25,17,57,-2.49
591.36,17,57,-2.5
591.46,17,57,-2.49
591.56,17,57,-2.1
591.66,17,57,-2.17
591.77,17,57,-2.44
591.87,17,57,-2.35
591.97,17,57,-2.23
592.07,17,57,-2.29
592.18,17,57,-2.55
592.28,17,57,-2.72
592.4,17,57,-2.57
592.51,17,57,-2.7
592.61,17,57,-2.55
592.71,17,57,-2.22
592.81,17,57,-2.45
592.91,17,57,-2.37
593.02,17,57,-2.37
593.12,17,57,-2.73
593.22,17,57,-2.67
593.33,17,57,-2.64
593.43,17,57,-2.44
593.53,17,57,-2.49
593.63,17,57,-2.81
593.73,17,57,-3.03
593.84,17,57,-2.97
593.94,17,57,-2.68
594.04,17,57,-2.59
594.15,17,57,-2.63
594.25,17,57,-2.45
594.35,17,57,-2.32
594.47,16,58,-2.13
594.58,16,58,-2.43
594.68,16,58,-2.54
594.78,16,58,-2.64
594.88,16,58,-2.53
594.99,16,58,-2.21
595.09,16,58,-2.27
595.19,16,58,-2.26
595.29,16,58,-2.49
595.4,16,58,-2.72
595.5,16,58,-2.31
595.6,16,58,-2.23
595.7,16,58,-2.24
595.81,16,58,-2.25
595.91,16,58,-2.18
596.01,16,58,-2.76
596.11,16,58,-2.57
596.22,16,58,-2.3
596.32,16,58,-2.58
596.42,16,58,-2.72
596.55,17,57,-2.46
596.65,17,57,-2.63
596.75,17,57,-2.37
596.85,17,57,-2.38
596.96,17,57,-2.54
597.06,17,57,-2.73
597.16,17,57,-2.73
597.26,17,57,-2.58
597.36,17,57,-2.51
597.47,17,57,-2.31
597.57,17,57,-2.56
597.67,17,57,-3.1
597.78,17,57,-2.82
597.88,17,57,-2.59
597.98,17,57,-2.44
598.08,17,57,-2.55
598.19,17,57,-2.68
598.29,17,57,-2.52
598.39,17,57,-2.57
598.49,17,57,-2.88
598.62,17,57,-2.94
598.72,17,57,-2.85
598.82,17,57,-2.82
598.92,17,57,-2.73
599.03,17,57,-2.82
599.13,17,57,-2.81
599.23,17,57,-2.77
599.33,17,57,-2.72
599.44,17,57,-2.57
599.54,17,57,-2.64
599.64,17,57,-2.94
599.75,17,57,-2.6
599.85,17,57,-2.81
599.95,17,57,-3.23
600.05,17,57,-3.07
600.16,17,57,-2.89
600.26,17,57,-2.48
600.36,17,57,-2.44
600.46,17,57,-2.46
600.56,17,57,-2.36
600.69,17,57,-2.64
600.79,17,57,-2.6
600.89,17,57,-2.64
601,17,57,-2.59
601.1,17,57,-2.7
601.2,17,57,-2.66
601.3,17,57,-2.61
601.41,17,57,-2.58
601.51,17,57,-2.49
601.61,17,57,-2.64
601.71,17,57,-2.94
601.82,17,57,-2.96
601.92,17,57,-2.56
602.02,17,57,-2.4
602.12,17,57,-2.66
602.23,17,57,-2.53
602.33,17,57,-2.33
602.43,17,57,-2.32
602.53,17,57,-2.46
602.64,17,57,-2.59
602.76,16,58,-2.47
602.86,16,58,-2.31
602.97,16,58,-2.24
603.07,16,58,-2.48
603.17,16,58,-2.54
603.27,16,58,-2.6
603.38,16,58,-2.68
603.48,16,58,-2.42
603.58,16,58,-2.3
603.68,16,58,-2.39
603.78,16,58,-2.56
603.89,16,58,-2.66
603.99,16,58,-2.73
604.09,16,58,-2.84
604.2,16,58,-2.62
604.3,16,58,-2.79
604.4,16,58,-2.59
604.5,16,58,-2.7
604.6,16,58,-3.07
604.71,16,58,-3.1
604.83,16,58,-2.66
604.94,16,58,-2.62
605.04,16,58,-2.98
605.14,16,58,-2.79
605.24,16,58,-2.69
605.34,16,58,-2.97
605.45,16,58,-3.25
605.55,16,58,-2.94
605.65,16,58,-3.01
605.75,16,58,-2.93
605.86,16,58,-3.1
605.96,16,58,-3.45
606.06,16,58,-2.91
606.16,16,58,-3.02
606.27,16,58,-3.29
606.37,16,58,-3.23
606.47,16,58,-3.13
606.57,16,58,-2.83
606.68,16,58,-2.76
606.78,16,58,-2.98
606.9,17,57,-3.09
607.01,17,57,-3.09
607.11,17,57,-3.16
607.21,17,57,-3.18
607.31,17,57,-2.54
607.42,17,57,-2.86
607.52,17,57,-2.81
607.62,17,57,-2.75
607.72,17,57,-2.64
607.83,17,57,-3.15
607.93,17,57,-3.02
608.03,17,57,-2.78
608.13,17,57,-2.74
608.24,17,57,-2.97
608.34,17,57,-3.09
608.44,17,57,-2.94
608.54,17,57,-2.91
608.65,17,57,-2.95
608.75,17,57,-2.88
608.85,17,57,-2.86
608.97,16,58,-3.01
609.08,16,58,-2.88
609.18,16,58,-2.89
609.28,16,58,-3.13
609.39,16,58,-3.25
609.49,16,58,-3.11
609.59,16,58,-3.07
609.69,16,58,-2.95
609.79,16,58,-3.16
609.9,16,58,-3.2
610,16,58,-2.8
610.1,16,58,-2.8
610.21,16,58,-2.55
610.31,16,58,-2.7
610.41,16,58,-2.9
610.51,16,58,-2.51
610.61,16,58,-2.73
610.72,16,58,-2.78
610.82,16,58,-2.78
610.92,16,58,-2.63
611.05,17,57,-2.77
611.15,17,57,-2.48
611.25,17,57,-2.67
611.35,17,57,-2.77
611.46,17,57,-2.78
611.56,17,57,-2.83
611.66,17,57,-2.81
611.76,17,57,-2.81
611.87,17,57,-2.6
611.97,17,57,-2.3
612.07,17,57,-2.72
612.17,17,57,-2.6
612.28,17,57,-2.63
612.38,17,57,-2.49
612.48,17,57,-2.67
612.58,17,57,-2.49
612.69,17,57,-2.64
612.79,17,57,-2.66
612.89,17,57,-2.52
612.99,17,57,-2.5
613.12,16,58,-2.54
613.22,16,58,-2.66
613.32,16,58,-2.5
613.43,16,58,-2.74
613.53,16,58,-3.05
613.63,16,58,-2.66
613.73,16,58,-2.61
613.84,16,58,-2.4
613.94,16,58,-2.55
614.04,16,58,-2.88
614.14,16,58,-2.42
614.25,16,58,-2.61
614.35,16,58,-2.83
614.45,16,58,-2.59
614.55,16,58,-2.58
614.66,16,58,-2.8
614.76,16,58,-2.6
614.86,16,58,-2.58
614.96,16,58,-2.6
615.07,16,58,-2.7
615.19,17,57,-2.66
615.29,17,57,-2.43
615.4,17,57,-2.28
615.5,17,57,-2.38
615.6,17,57,-2.6
615.7,17,57,-2.68
615.8,17,57,-2.37
615.91,17,57,-2.41
616.01,17,57,-2.56
616.11,17,57,-2.48
616.21,17,57,-2.8
616.32,17,57,-2.75
616.42,17,57,-2.7
616.52,17,57,-2.52
616.63,17,57,-2.61
616.73,17,57,-2.71
616.83,17,57,-2.56
616.93,17,57,-2.46
617.03,17,57,-2.39
617.14,17,57,-2.67
617.26,17,57,-2.42
617.36,17,57,-2.48
617.47,17,57,-2.74
617.57,17,57,-2.68
617.67,17,57,-2.39
617.77,17,57,-2.23
617.88,17,57,-2.18
617.98,17,57,-2.47
618.08,17,57,-2.51
618.18,17,57,-2.57
618.29,17,57,-2.52
618.39,17,57,-2.2
618.49,17,57,-2.18
618.59,17,57,-2.32
618.7,17,57,-2.27
618.8,17,57,-2.39
618.9,17,57,-2.37
619,17,57,-2.36
619.11,17,57,-2.54
619.21,17,57,-2.47
619.33,16,58,-2.29
619.44,16,58,-2.29
619.54,16,58,-2.36
619.64,16,58,-2.23
619.74,16,58,-1.86
619.84,16,58,-1.84
619.95,16,58,-2.19
620.05,16,58,-2.32
620.15,16,58,-2.16
620.26,16,58,-2.25
620.36,16,58,-2.19
620.46,16,58,-2.48
620.56,16,58,-2.23
620.66,16,58,-1.93
620.77,16,58,-1.96
620.87,16,58,-2.06
620.97,16,58,-2.01
621.08,16,58,-2.14
621.18,16,58,-1.95
621.28,16,58,-2.4
621.41,17,57,-2.21
621.51,17,57,-2.09
621.61,17,57,-2.09
621.71,17,57,-2.01
621.81,17,57,-2.03
621.92,17,57,-2.29
622.02,17,57,-2.1
622.12,17,57,-2.16
622.22,17,57,-2.16
622.33,17,57,-2.34
622.43,17,57,-2.35
622.53,17,57,-2.05
622.63,17,57,-1.91
622.74,17,57,-2.12
622.84,17,57,-1.97
622.94,17,57,-1.84
623.04,17,57,-2.18
623.15,17,57,-2.49
623.25,17,57,-2.32
623.35,17,57,-2.18
623.48,16,58,-2.08
623.58,16,58,-2.24
623.68,16,58,-1.88
623.78,16,58,-2
623.89,16,58,-2.14
623.99,16,58,-2.01
624.09,16,58,-1.87
624.19,16,58,-2.07
624.29,16,58,-2.35
624.4,16,58,-2.19
624.5,16,58,-1.91
624.6,16,58,-1.93
624.71,16,58,-1.9
624.81,16,58,-2.17
624.91,16,58,-2.14
625.01,16,58,-2.18
625.12,16,58,-2.2
625.22,16,58,-2.05
625.32,16,58,-2.18
625.42,16,58,-2.02
625.55,17,57,-1.84
625.65,17,57,-2.06
625.75,17,57,-2.44
625.85,17,57,-2.37
625.96,17,57,-2.15
626.06,17,57,-2.12
626.16,17,57,-2.16
626.26,17,57,-2.09
626.37,17,57,-1.9
626.47,17,57,-1.85
626.57,17,57,-1.96
626.67,17,57,-1.95
626.78,17,57,-1.88
626.88,17,57,-2.04
626.98,17,57,-1.97
627.09,17,57,-2.04
627.19,17,57,-1.9
627.29,17,57,-1.88
627.39,17,57,-1.77
627.49,17,57,-1.92
627.62,17,57,-2
627.72,17,57,-2.29
627.82,17,57,-1.93
627.92,17,57,-1.83
628.03,17,57,-1.87
628.13,17,57,-2.07
628.23,17,57,-1.89
628.34,17,57,-1.9
628.44,17,57,-1.7
628.54,17,57,-1.63
628.64,17,57,-1.99
628.75,17,57,-1.98
628.85,17,57,-1.8
628.95,17,57,-1.74
629.05,17,57,-2.26
629.16,17,57,-2.16
629.26,17,57,-2.13
629.36,17,57,-2.42
629.46,17,57,-2.07
629.57,17,57,-1.91
629.69,17,57,-1.92
629.79,17,57,-1.83
629.89,17,57,-1.69
630,17,57,-1.93
630.1,17,57,-1.76
630.2,17,57,-1.67
630.3,17,57,-1.55
630.41,17,57,-1.46
630.51,17,57,-1.67
630.61,17,57,-1.63
630.71,17,57,-1.85
630.82,17,57,-2
630.92,17,57,-1.91
631.02,17,57,-1.82
631.12,17,57,-1.81
631.23,17,57,-1.71
631.33,17,57,-1.99
631.43,17,57,-2.13
631.53,17,57,-1.78
631.64,17,57,-1.56
631.76,17,57,-1.63
631.86,17,57,-1.56
631.96,17,57,-1.88
632.07,17,57,-1.74
632.17,17,57,-1.92
632.27,17,57,-1.92
632.37,17,57,-1.96
632.48,17,57,-1.72
632.58,17,57,-2.14
632.68,17,57,-2.04
632.78,17,57,-1.79
632.89,17,57,-1.49
632.99,17,57,-1.91
633.09,17,57,-1.85
633.19,17,57,-1.61
633.3,17,57,-1.69
633.4,17,57,-1.88
633.5,17,57,-1.76
633.6,17,57,-1.69
633.71,17,57,-2.03
633.83,17,57,-2.03
633.93,17,57,-1.82
634.03,17,57,-1.95
634.14,17,57,-1.76
634.24,17,57,-1.82
634.34,17,57,-1.69
634.44,17,57,-1.82
634.55,17,57,-2.07
634.65,17,57,-2.04
634.75,17,57,-1.87
634.85,17,57,-1.66
634.96,17,57,-1.84
635.06,17,57,-2.05
635.16,17,57,-2.33
635.26,17,57,-1.88
635.37,17,57,-1.7
635.47,17,57,-2.02
635.57,17,57,-1.9
635.67,17,57,-1.87
635.78,17,57,-1.79
635.9,17,58,-2.02
636,17,58,-2.01
636.1,17,58,-2.22
636.21,17,58,-2.07
636.31,17,58,-1.84
636.41,17,58,-1.84
636.52,17,58,-1.6
636.62,17,58,-1.76
636.72,17,58,-1.86
636.82,17,58,-1.75
636.92,17,58,-1.8
637.03,17,58,-1.83
637.13,17,58,-1.93
637.23,17,58,-1.75
637.34,17,58,-1.8
637.44,17,58,-2.22
637.54,17,58,-2.24
637.64,17,58,-2.22
637.75,17,58,-2.23
637.85,17,58,-1.89
637.97,17,58,-2.09
638.07,17,58,-1.86
638.18,17,58,-1.78
638.28,17,58,-1.77
638.38,17,58,-1.67
638.48,17,58,-1.74
638.59,17,58,-1.81
638.69,17,58,-1.94
638.79,17,58,-1.95
638.89,17,58,-2.15
639,17,58,-2.1
639.1,17,58,-2.06
639.2,17,58,-2.12
639.3,17,58,-2.08
639.41,17,58,-1.88
639.51,17,58,-1.69
639.61,17,58,-1.98
639.71,17,58,-1.81
639.82,17,58,-1.65
639.92,17,58,-1.56
640.04,17,58,-1.65
640.15,17,58,-1.83
640.25,17,58,-1.77
640.35,17,58,-2
640.45,17,58,-1.86
640.55,17,58,-1.81
640.66,17,58,-1.85
640.76,17,58,-1.83
640.86,17,58,-1.94
640.96,17,58,-1.85
641.07,17,58,-1.77
641.17,17,58,-1.84
641.27,17,58,-1.92
641.38,17,58,-1.92
641.48,17,58,-1.8
641.58,17,58,-1.94
641.68,17,58,-1.83
641.78,17,58,-1.82
641.89,17,58,-1.65
641.99,17,58,-1.8
642.11,17,58,-1.79
642.22,17,58,-1.93
642.32,17,58,-1.82
642.42,17,58,-1.78
642.52,17,58,-1.72
642.63,17,58,-1.83
642.73,17,58,-1.85
642.83,17,58,-1.58
642.93,17,58,-1.76
643.03,17,58,-1.89
643.14,17,58,-1.92
643.24,17,58,-2.04
643.34,17,58,-2.16
643.45,17,58,-2.12
643.55,17,58,-1.79
643.65,17,58,-1.75
643.75,17,58,-1.76
643.85,17,58,-1.75
643.96,17,58,-1.89
644.06,17,58,-1.71
644.18,17,58,-1.74
644.29,17,58,-1.82
644.39,17,58,-1.46
644.49,17,58,-1.33
644.59,17,58,-1.41
644.7,17,58,-1.45
644.8,17,58,-1.52
644.9,17,58,-1.8
645,17,58,-2.06
645.11,17,58,-2.28
645.21,17,58,-1.96
645.31,17,58,-1.82
645.41,17,58,-1.85
645.52,17,58,-1.76
645.62,17,58,-1.62
645.72,17,58,-1.66
645.82,17,58,-1.78
645.93,17,58,-1.72
646.03,17,58,-1.25
646.13,17,58,-1.41
646.26,17,58,-1.51
646.36,17,58,-1.48
646.46,17,58,-1.64
646.56,17,58,-1.98
646.67,17,58,-1.44
646.77,17,58,-1.51
646.87,17,58,-1.5
646.97,17,58,-1.85
647.08,17,58,-2.05
647.18,17,58,-1.69
647.28,17,58,-1.7
647.38,17,58,-1.86
647.49,17,58,-1.77
647.59,17,58,-1.45
647.69,17,58,-1.59
647.79,17,58,-1.63
647.9,17,58,-1.59
648,17,58,-1.52
648.1,17,58,-1.44
648.2,17,58,-1.53
648.33,17,57,-1.43
648.43,17,57,-1.87
648.53,17,57,-2.04
648.63,17,57,-1.61
648.74,17,57,-1.72
648.84,17,57,-1.92
648.94,17,57,-2
649.04,17,57,-1.58
649.15,17,57,-1.71
649.25,17,57,-1.68
649.35,17,57,-1.93
649.45,17,57,-1.75
649.55,17,57,-1.68
649.66,17,57,-1.74
649.76,17,57,-1.9
649.86,17,57,-1.99
649.97,17,57,-2.05
650.07,17,57,-1.86
650.17,17,57,-1.71
650.27,17,57,-1.71
650.4,17,57,-2.26
650.5,17,57,-2.31
650.6,17,57,-2.11
650.7,17,57,-2.14
650.81,17,57,-2.16
650.91,17,57,-2.09
651.01,17,57,-2.17
651.11,17,57,-2.06
651.22,17,57,-1.97
651.32,17,57,-2.07
651.42,17,57,-2.06
651.52,17,57,-2.08
651.63,17,57,-1.97
651.73,17,57,-2.1
651.83,17,57,-1.84
651.93,17,57,-1.53
652.04,17,57,-1.74
652.14,17,57,-1.81
652.24,17,57,-1.99
652.34,17,57,-1.73
652.47,17,58,-1.93
652.57,17,58,-1.67
652.67,17,58,-1.6
652.78,17,58,-1.76
652.88,17,58,-1.84
652.98,17,58,-1.61
653.08,17,58,-1.92
653.18,17,58,-1.85
653.29,17,58,-1.65
653.39,17,58,-1.88
653.49,17,58,-1.83
653.59,17,58,-1.75
653.7,17,58,-2
653.8,17,58,-1.82
653.9,17,58,-1.49
654.01,17,58,-1.75
654.11,17,58,-1.8
654.21,17,58,-1.69
654.31,17,58,-1.89
654.41,17,58,-1.89
654.54,17,57,-2.02
654.64,17,57,-1.84
654.74,17,57,-1.75
654.84,17,57,-1.44
654.95,17,57,-1.68
655.05,17,57,-2.07
655.15,17,57,-2.21
655.26,17,57,-2.14
655.36,17,57,-1.73
655.46,17,57,-1.88
655.56,17,57,-1.43
655.66,17,57,-1.36
655.77,17,57,-1.3
655.87,17,57,-1.45
655.97,17,57,-1.68
656.08,17,57,-1.94
656.18,17,57,-1.68
656.28,17,57,-1.25
656.38,17,57,-1.18
656.48,17,57,-1.44
656.61,17,57,-1.6
656.71,17,57,-1.91
656.81,17,57,-1.71
656.92,17,57,-1.42
657.02,17,57,-1.5
657.12,17,57,-1.95
657.22,17,57,-1.87
657.33,17,57,-1.58
657.43,17,57,-1.32
657.53,17,57,-1.38
657.63,17,57,-1.8
657.73,17,57,-1.58
657.84,17,57,-1.64
657.94,17,57,-1.25
658.04,17,57,-1.26
658.15,17,57,-1.63
658.25,17,57,-1.74
658.35,17,57,-1.78
658.45,17,57,-1.76
658.55,17,57,-1.85
658.68,17,58,-1.92
658.78,17,58,-2.07
658.88,17,58,-2.1
658.99,17,58,-2.12
659.09,17,58,-1.91
659.19,17,58,-1.79
659.29,17,58,-1.77
659.4,17,58,-1.85
659.5,17,58,-1.7
659.6,17,58,-1.55
659.7,17,58,-1.77
659.81,17,58,-1.63
659.91,17,58,-1.4
660.01,17,58,-1.62
660.11,17,58,-2.01
660.22,17,58,-1.55
660.32,17,58,-1.51
660.42,17,58,-1.33
660.52,17,58,-1.13
660.63,17,58,-1.31
660.75,17,58,-1.65
660.85,17,58,-1.49
660.96,17,58,-1.6
661.06,17,58,-1.77
661.16,17,58,-1.61
661.26,17,58,-1.76
661.36,17,58,-1.82
661.47,17,58,-1.67
661.57,17,58,-1.66
661.67,17,58,-1.59
661.77,17,58,-1.59
661.88,17,58,-1.54
661.98,17,58,-1.74
662.08,17,58,-1.82
662.18,17,58,-1.67
662.29,17,58,-1.56
662.39,17,58,-1.69
662.49,17,58,-1.42
662.59,17,58,-1.55
662.7,17,58,-1.57
662.82,17,58,-1.49
662.92,17,58,-1.32
663.03,17,58,-1.5
663.13,17,58,-1.66
663.23,17,58,-1.68
663.33,17,58,-1.75
663.44,17,58,-1.88
663.54,17,58,-1.74
663.64,17,58,-1.52
663.74,17,58,-1.63
663.84,17,58,-1.89
663.95,17,58,-1.74
664.05,17,58,-1.65
664.15,17,58,-1.54
664.26,17,58,-1.52
664.36,17,58,-1.62
664.46,17,58,-1.65
664.56,17,58,-1.64
664.66,17,58,-1.46
664.77,17,58,-1.74
664.89,17,58,-1.98
664.99,17,58,-1.71
665.1,17,58,-1.65
665.2,17,58,-1.81
665.3,17,58,-1.64
665.4,17,58,-1.66
665.51,17,58,-1.2
665.61,17,58,-1.35
665.71,17,58,-1.78
665.81,17,58,-1.69
665.92,17,58,-1.67
666.02,17,58,-1.65
666.12,17,58,-1.66
666.22,17,58,-1.68
666.33,17,58,-1.89
666.43,17,58,-1.82
666.53,17,58,-1.73
666.63,17,58,-1.75
666.74,17,58,-1.55
666.84,17,58,-1.4
666.96,17,57,-1.6
667.07,17,57,-1.47
667.17,17,57,-1.35
667.27,17,57,-1.56
667.37,17,57,-1.43
667.47,17,57,-1.38
667.58,17,57,-1.7
667.68,17,57,-1.83
667.78,17,57,-1.78
667.89,17,57,-1.4
667.99,17,57,-1.5
668.09,17,57,-1.54
668.19,17,57,-1.16
668.3,17,57,-1.18
668.4,17,57,-1.3
668.5,17,57,-1.39
668.6,17,57,-1.27
668.71,17,57,-1.29
668.81,17,57,-1.8
668.91,17,57,-1.72
669.03,17,57,-1.56
669.14,17,57,-1.54
669.24,17,57,-1.4
669.34,17,57,-1.53
669.45,17,57,-1.62
669.55,17,57,-1.67
669.65,17,57,-1.53
669.75,17,57,-1.65
669.85,17,57,-1.67
669.96,17,57,-1.48
670.06,17,57,-1.33
670.16,17,57,-1.55
670.27,17,57,-1.68
670.37,17,57,-1.73
670.47,17,57,-1.39
670.57,17,57,-1.08
670.67,17,57,-1.38
670.78,17,57,-1.54
670.88,17,57,-1.32
670.98,17,57,-1.33
671.11,17,57,-1.41
671.21,17,57,-1.3
671.31,17,57,-1.51
671.41,17,57,-1.74
671.52,17,57,-1.42
671.62,17,57,-1.25
671.72,17,57,-1.49
671.82,17,57,-1.23
671.93,17,57,-1.42
672.03,17,57,-1.34
672.13,17,57,-1.38
672.23,17,57,-1.18
672.34,17,57,-1.33
672.44,17,57,-1.28
672.54,17,57,-1.39
672.64,17,57,-1.23
672.75,17,57,-1.32
672.85,17,57,-1.54
672.95,17,57,-1.63
673.05,17,57,-1.35
673.18,17,57,-1.44
673.28,17,57,-1.43
673.38,17,57,-1.37
673.48,17,57,-1.76
673.59,17,57,-1.78
673.69,17,57,-1.73
673.79,17,57,-1.61
673.9,17,57,-1.25
674,17,57,-1.2
674.1,17,57,-1.65
674.2,17,57,-1.57
674.3,17,57,-1.55
674.41,17,57,-1.64
674.51,17,57,-1.43
674.61,17,57,-1.37
674.72,17,57,-1.64
674.82,17,57,-1.69
674.92,17,57,-1.39
675.02,17,57,-1.3
675.13,17,57,-1.6
675.25,17,57,-1.59
675.35,17,57,-1.44
675.45,17,57,-1.59
675.56,17,57,-1.6
675.66,17,57,-1.23
675.76,17,57,-1.11
675.86,17,57,-1.29
675.97,17,57,-1.51
676.07,17,57,-1.45
676.17,17,57,-1.71
676.27,17,57,-1.76
676.38,17,57,-1.59
676.48,17,57,-1.54
676.58,17,57,-1.55
676.68,17,57,-1.73
676.79,17,57,-1.65
676.89,17,57,-1.69
676.99,17,57,-1.68
677.09,17,57,-1.89
677.2,17,57,-1.5
677.32,17,58,-1.47
677.42,17,58,-1.16
677.52,17,58,-1.48
677.63,17,58,-1.44
677.73,17,58,-1.77
677.83,17,58,-1.66
677.93,17,58,-1.49
678.04,17,58,-1.41
678.14,17,58,-1.67
678.24,17,58,-1.69
678.34,17,58,-1.49
678.45,17,58,-1.32
678.55,17,58,-1.45
678.65,17,58,-1.41
678.75,17,58,-1.47
678.86,17,58,-1.16
678.96,17,58,-1.28
679.06,17,58,-1.59
679.16,17,58,-1.49
679.27,17,58,-1.28
679.39,17,57,-1.58
679.49,17,57,-1.27
679.59,17,57,-1.31
679.7,17,57,-1.25
679.8,17,57,-1.4
679.9,17,57,-1.5
680.01,17,57,-1.26
680.11,17,57,-1.48
680.21,17,57,-1.34
680.31,17,57,-0.96
680.41,17,57,-1.13
680.52,17,57,-1.47
680.62,17,57,-1.45
680.72,17,57,-1.33
680.83,17,57,-1.46
680.93,17,57,-1.46
681.03,17,57,-1.17
681.13,17,57,-1.09
681.23,17,57,-1.29
681.34,17,57,-1.54
681.46,17,57,-1.4
681.56,17,57,-1.37
681.67,17,57,-1.62
681.77,17,57,-1.55
681.87,17,57,-1.43
681.97,17,57,-1.48
682.08,17,57,-1.2
682.18,17,57,-1.47
682.28,17,57,-1.78
682.38,17,57,-1.55
682.48,17,57,-1.46
682.59,17,57,-1.37
682.69,17,57,-1.52
682.79,17,57,-1.78
682.9,17,57,-1.38
683,17,57,-1.29
683.1,17,57,-1.5
683.2,17,57,-1.47
683.3,17,57,-1.25
683.41,17,57,-1.32
683.53,17,57,-1.26
683.63,17,57,-1.35
683.74,17,57,-1.19
683.84,17,57,-1.35
683.94,17,57,-1.27
684.04,17,57,-1.44
684.15,17,57,-1.5
684.25,17,57,-1.25
684.35,17,57,-1.1
684.45,17,57,-1.39
684.56,17,57,-1.64
684.66,17,57,-1.42
684.76,17,57,-1.39
684.86,17,57,-1.5
684.97,17,57,-1.44
685.07,17,57,-1.55
685.17,17,57,-1.63
685.27,17,57,-1.52
685.38,17,57,-1.5
685.48,17,57,-1.42
685.6,17,57,-1.18
685.71,17,57,-1.6
685.81,17,57,-1.53
685.91,17,57,-1.42
686.01,17,57,-1.27
686.11,17,57,-0.94
686.22,17,57,-1.34
686.32,17,57,-1.45
686.42,17,57,-1.37
686.52,17,57,-1.4
686.63,17,57,-1.32
686.73,17,57,-1.44
686.83,17,57,-1.52
686.93,17,57,-1.62
687.04,17,57,-1.5
687.14,17,57,-1.64
687.24,17,57,-1.66
687.34,17,57,-1.67
687.45,17,57,-1.92
687.55,17,57,-1.73
687.67,17,57,-1.32
687.78,17,57,-1.26
687.88,17,57,-1.41
687.98,17,57,-1.64
688.08,17,57,-1.53
688.19,17,57,-1.35
688.29,17,57,-1.32
688.39,17,57,-1.57
688.49,17,57,-1.29
688.59,17,57,-1.09
688.7,17,57,-0.92
688.8,17,57,-1.09
688.9,17,57,-1.17
689,17,57,-1.47
689.11,17,57,-1.67
689.21,17,57,-1.9
689.31,17,57,-1.52
689.41,17,57,-1.41
689.52,17,57,-1.15
689.62,17,57,-1.1
689.74,17,57,-1.17
689.85,17,57,-1.13
689.95,17,57,-1.11
690.05,17,57,-1.24
690.15,17,57,-1.18
690.26,17,57,-1.32
690.36,17,57,-1.4
690.46,17,57,-1.43
690.56,17,57,-1.39
690.66,17,57,-1.38
690.77,17,57,-1.37
690.87,17,57,-1.62
690.97,17,57,-1.47
691.07,17,57,-1.28
691.18,17,57,-1.27
691.28,17,57,-1.19
691.38,17,57,-1.41
691.48,17,57,-1.42
691.59,17,57,-1.22
691.69,17,57,-1.08
691.81,17,57,-1.13
691.92,17,57,-1.15
692.02,17,57,-1.42
692.12,17,57,-1.33
692.22,17,57,-1.34
692.33,17,57,-1.44
692.43,17,57,-1.27
692.53,17,57,-1.37
692.63,17,57,-1.29
692.73,17,57,-1.31
692.84,17,57,-1.32
692.94,17,57,-1.55
693.04,17,57,-1.38
693.15,17,57,-1.33
693.25,17,57,-1.27
693.35,17,57,-1.19
693.45,17,57,-1.26
693.56,17,57,-1.29
693.66,17,57,-1.06
693.76,17,57,-1.31
693.88,17,57,-1.35
693.99,17,57,-1.01
694.09,17,57,-1.19
694.19,17,57,-1.25
694.29,17,57,-0.98
694.4,17,57,-1.21
694.5,17,57,-1.11
694.6,17,57,-1.28
694.7,17,57,-1.55
694.81,17,57,-1.5
694.91,17,57,-1.2
